Title,Score,Progress,Type
Hana to Alice Satsujin Jiken,0,1,Movie
Air (Movie),0,1,Movie
Kimi no Iru Machi: Tasogare Kousaten,0,2,OVA
WHITE ALBUM 2nd Season,0,13,TV
Aoi Sekai no Chuushin de,0,3,Special
Papa no Iukoto wo Kikinasai! OVA,0,2,OVA
Koukaku Kidoutai: Shin Gekijouban,0,1,Movie
Pocket Monsters Best Wishes!: Victini to Kuroki Eiyuu Zekrom,0,1,Movie
Sumomomo Momomo: Chijou Saikyou no Yome,0,22,TV
Haikyuu!! Movie: "Owari to Hajimari",0,1,Movie
Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,0,1,Movie
Blade Runner: Black Out 2022,0,1,ONA
Yuri!!! on Ice Special,0,1,Special
Sekirei: Pure Engagement Special,0,1,Special
Tonari no Seki-kun Specials,0,2,Special
Hoozuki no Reitetsu 2,0,13,TV
Bakuten Shoot Beyblade 2002,0,51,TV
Shugo Chara! Party!,0,25,TV
Neppuu Kairiku Bushi Road,0,1,Special
Peach Girl,0,25,TV
Lostorage conflated WIXOSS,0,12,TV
Kuttsukiboshi,0,2,OVA
Anitore! EX,0,12,TV
Major S6,0,25,TV
Mirai Shounen Conan,0,26,TV
Cardfight!! Vanguard,0,65,TV
Yami Shibai 2,0,13,TV
Bishoujo Senshi Sailor Moon: Crystal - Death Busters-hen,0,13,TV
Ikkitousen: Great Guardians,0,12,TV
Ansatsu Kyoushitsu 2: Kagai Jugyou-hen,0,8,ONA
Da Yu Hai Tang,0,1,Movie
Kidou Senshi Gundam I,0,1,Movie
Kowarekake no Orgel,0,1,OVA
Le Chevalier D'Eon,0,24,TV
Toaru Majutsu no Index II Specials,0,2,Special
Atom: The Beginning,0,12,TV
One Piece Movie: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura,0,1,Movie
Kidou Senshi Gundam ZZ,0,47,TV
Alien 9,0,4,OVA
Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,0,1,Movie
Akuma no Riddle Special,0,1,Special
Toaru Kagaku no Railgun S: Motto Marutto Railgun,0,2,Special
Ajin OVA,0,3,OVA
Ristorante Paradiso,0,11,TV
Zettai Karen Children,0,51,TV
Last Exile: Ginyoku no Fam,0,21,TV
Taifuu no Noruda,0,1,Movie
NieA Under 7,0,13,TV
Null Peta,0,12,ONA
Mahou Shoujo Nante Mou Ii Desu kara.,0,12,TV
Juushinki Pandora,0,26,TV
Kidou Senshi Gundam 0083: Stardust Memory,0,13,OVA
Z/X Ignition,0,12,TV
Dragon Ball Movie 4: Saikyou e no Michi,0,1,Movie
Uchuu Senkan Tiramisu,0,13,TV
Dragon Ball Movie 2: Majinjou no Nemuri Hime,0,1,Movie
Panty & Stocking in Sanitarybox,0,1,Special
Sword Art Offline II,0,9,Special
Machine-Doll wa Kizutsukanai OVA,0,6,OVA
Yozakura Quartet: Tsuki ni Naku,0,3,OVA
number24,0,12,TV
Meitantei Conan: Hitomi no Naka no Ansatsusha,0,1,Movie
Onsen Yousei Hakone-chan,0,13,TV
Sora no Manimani,0,12,TV
Hachigatsu no Cinderella Nine,0,12,TV
Hadashi no Gen,0,1,Movie
Digimon Adventure 02: Digimon Hurricane Jouriku!! / Chouzetsu Shinka!! Ougon no Digimental,0,2,Movie
Heartcatch Precure!,0,49,TV
Kono Minikuku mo Utsukushii Sekai,0,12,TV
Meitantei Conan: Tengoku e no Count Down,0,1,Movie
The Idolm@ster Movie: Kagayaki no Mukougawa e!,0,1,Movie
Rental Magica,0,24,TV
Hidamari Sketch x ☆☆☆,0,12,TV
LOST SONG,0,12,ONA
Kidou Keisatsu Patlabor ON TELEVISION,0,47,TV
Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,0,1,OVA
Hybrid Child,0,4,OVA
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,0,1,Special
Pocket Monsters Best Wishes! Season 2: Episode N,0,14,TV
Asobi Asobase Specials,0,2,Special
Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,0,1,ONA
SHIROBAKO Specials,0,2,Special
Kashimashi: Girl Meets Girl,0,12,TV
Hajime no Ippo Special,0,1,Special
Aa! Megami-sama!: Sorezore no Tsubasa,0,22,TV
Watashi ni Tenshi ga Maiorita! OVA,0,1,OVA
Murder Princess,0,6,OVA
Gakuen Utopia Manabi Straight!,0,12,TV
Final Fantasy VII: Last Order,0,1,OVA
Petshop of Horrors,0,4,TV
Teekyuu 4,0,12,TV
Koihime†Musou,0,12,TV
Hitori no Shita: The Outcast 2,0,24,TV
Asobi ni Iku yo! Asobi ni Oide,0,1,OVA
Long Riders!,0,12,TV
The Idolm@ster: 765 Pro to Iu Monogatari,0,1,Special
Bakugan Battle Brawlers: New Vestroia,0,52,TV
Busou Shinki,0,12,TV
Gatchaman Crowds insight #0 inbound,0,1,ONA
UN-GO episode:0 Inga-ron,0,1,Movie
BAYONETTA Bloody Fate,0,1,Movie
Dogs: Bullets & Carnage,0,4,OVA
Mermaid Melody Pichi Pichi Pitch,0,52,TV
Haikyuu!! Sainou to Sense,0,1,Movie
Onii-sama e...,0,39,TV
Kanamemo,0,13,TV
Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,0,1,OVA
Mahou Shoujo Lyrical Nanoha: The Movie 1st,0,1,Movie
Yama no Susume: Kabette Kowakunai no?,0,1,Special
Wake Up, Girls! Shichi-nin no Idol,0,1,Movie
Hyakko,0,13,TV
Gundam: G no Reconguista,0,26,TV
Accel World: Acchel World.,0,8,Special
Strange+,0,12,TV
Shining Hearts: Shiawase no Pan,0,12,TV
Ookami Shoujo to Kuro Ouji: Gishinanki – Happening Kiss,0,1,OVA
Genius Party,0,7,Movie
Yu☆Gi☆Oh! (1999),0,1,Movie
Dragon Ball Movie 3: Makafushigi Daibouken,0,1,Movie
Hayate no Gotoku! Heaven Is a Place on Earth,0,1,Movie
Aggressive Retsuko: We Wish You A Metal Christmas,0,1,ONA
Totsukuni no Shoujo,0,1,OVA
Kamisama no Inai Nichiyoubi OVA,0,1,OVA
Shin Tennis no Ouji-sama,0,13,TV
Naruto: Shippuden: Sunny Side Battle,0,1,Special
Tsubasa: Shunraiki,0,2,OVA
AKB0048 next stage,0,13,TV
Jashin-chan Dropkick’,0,11,ONA
Nodame Cantabile Finale Special,0,1,Special
One Piece: Episode of Luffy - Hand Island no Bouken,0,1,Special
Re: Cutie Honey,0,3,OVA
ARIA The AVVENIRE,0,3,Special
Soushin Shoujo Matoi,0,12,TV
Uta no☆Prince-sama♪ Maji Love Revolutions,0,13,TV
Kidou Tenshi Angelic Layer,0,26,TV
Tsuki ga Kirei Special,0,1,Special
Pichu to Pikachu,0,1,Movie
Mardock Scramble: The Third Exhaust,0,1,Movie
Oshiete! Galko-chan: Natsuyasumitte Hontou Desu ka?,0,1,OVA
Fukigen na Mononokean Tsuzuki,0,13,TV
Regalia: The Three Sacred Stars,0,13,TV
Free!: Timeless Medley - Kizuna,0,1,Movie
Oban Star-Racers,0,26,TV
Tenkuu Danzato Skelter Heaven,0,1,OVA
Bonjour♪ Koiaji Pâtisserie,0,24,ONA
Senkou no Night Raid,0,13,TV
Isekai Izakaya: Koto Aitheria no Izakaya Nobu.,0,24,ONA
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Towa ni,0,1,Special
Love Hina Christmas Special: Silent Eve,0,1,Special
Love Stage!!: Chotto ja Nakutte,0,1,OVA
Rekka no Honoo,0,42,TV
Ingress,0,11,ONA
Mugen no Juunin,0,13,TV
Tonari no Yamada-kun,0,1,Movie
Senran Kagura SHINOVI MASTER: Tokyo Youma-hen,0,12,TV
Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,0,5,ONA
One Piece 3D: Mugiwara Chase,0,1,Movie
Gyakuten Saiban: Sono "Shinjitsu", Igi Ari! Season 2,0,23,TV
Queen's Blade: Gyokuza wo Tsugu Mono,0,12,TV
Pocket Monsters Best Wishes!: Kyurem vs. Seikenshi,0,1,Movie
Hidamari Sketch x Honeycomb,0,12,TV
Sora to Umi no Aida,0,12,TV
Star Mu,0,12,TV
Koi to Senkyo to Chocolate Special,0,1,Special
Haiyore! Nyaruko-san W OVA,0,1,OVA
Pocket Monsters Best Wishes!: Victini to Shiroki Eiyuu Reshiram,0,1,Movie
Little Busters! Sekai no Saitou wa Ore ga Mamoru!,0,1,OVA
RideBack,0,12,TV
School Days: Magical Heart Kokoro-chan,0,1,OVA
Naruto x UT,0,1,OVA
Otaku no Video,0,2,OVA
Kanokon: Manatsu no Dai Shanikusai,0,2,OVA
BanG Dream! 3rd Season,0,13,TV
AIR in Summer,0,2,Special
Hina Logi - from Luck & Logic,0,12,TV
Shonan Junai Gumi!,0,5,OVA
Katte ni Kaizou,0,6,OVA
Sengoku Otome: Momoiro Paradox,0,13,TV
Koi to Uso OVA,0,1,OVA
Tu Bian Yingxiong Leaf,0,7,TV
Kakegurui Picture Drama,0,3,Special
Show By Rock!!#,0,12,TV
Nisekoimonogatari,0,1,ONA
Yatogame-chan Kansatsu Nikki,0,12,TV
Kuroko no Basket: 41.5Q - Mou Ikkai Yarimasen ka,0,1,OVA
Naruto: Shippuuden - Konoha Gakuen Special,0,1,Special
Piano no Mori 2 (TV),0,12,TV
Fumiko no Kokuhaku,0,1,ONA
Ichiban Ushiro no Daimaou Specials,0,6,Special
Ginga Tetsudou 999,0,113,TV
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,0,2,OVA
GODZILLA: Kessen Kidou Zoushoku Toshi,0,1,Movie
Shijou Saikyou no Deshi Kenichi OVA,0,11,OVA
Meitantei Conan: Ginyoku no Magician,0,1,Movie
Sakasama no Patema: Beginning of the Day,0,4,Special
Kowabon,0,13,TV
Shinigami no Ballad,0,6,TV
Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne! Specials,0,6,Special
Kiniro Mosaic: Pretty Days,0,1,Movie
Afro Samurai (Movie),0,1,Movie
Sanzoku no Musume Ronja,0,26,TV
B-PROJECT: Kodou*Ambitious,0,12,TV
Astarotte no Omocha! EX,0,1,OVA
Romeo no Aoi Sora,0,33,TV
Yama no Susume 3,0,13,TV
Kodomo no Omocha,0,102,TV
Sarusuberi: Miss HOKUSAI,0,1,Movie
Nazo no Kanojo X: Nazo no Natsu Matsuri,0,1,OVA
Bishoujo Senshi Sailor Moon R: The Movie,0,1,Movie
Saint Seiya: Meiou Hades Juuni Kyuu-hen,0,13,OVA
Yuru Yuri: Doushite☆Tomaranai☆Tokimeki☆Doki Doki☆Paradox☆Eternal,0,1,Special
Imawa no Kuni no Alice,0,3,OVA
Amagami SS+ Plus Specials,0,6,Special
Hayate no Gotoku!!: Atsu ga Natsuize - Mizugihen!,0,1,OVA
Yu☆Gi☆Oh! VRAINS,0,120,TV
Kanashimi no Belladonna,0,1,Movie
Seirei Tsukai no Kenbu: Blade Dance Specials,0,6,Special
Fate/stay night TV Reproduction,0,2,OVA
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,0,1,Special
Grenadier: Hohoemi no Senshi,0,12,TV
Koukaku Kidoutai: SAC_2045,0,12,ONA
Pocket Monsters Best Wishes! Season 2: Decolora Adventure,0,20,TV
Shachou, Battle no Jikan desu!,0,12,TV
Kagewani,0,13,TV
Inazuma Eleven Go: Chrono Stone,0,51,TV
Meitantei Conan: Shikkoku no Chaser,0,1,Movie
Nyoro-n☆Churuya-san,0,13,ONA
Uchuu Kaizoku Captain Harlock,0,42,TV
Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,0,1,OVA
Heroman,0,26,TV
Two Car,0,12,TV
Brave Story,0,1,Movie
Shuffle! Memories,0,12,TV
Quanzhi Fashi 2,0,12,ONA
To LOVE-Ru: Multiplication - Mae kara Ushiro kara,0,1,OVA
Kitsutsuki Tantei Dokoro,0,12,TV
Barakamon: Mijikamon,0,13,ONA
Tenchi Muyo! Ryo-Ohki,0,6,OVA
Big Order OVA,0,1,OVA
Pikachu no Natsuyasumi,0,1,Movie
Witch Craft Works: Takamiya-kun to Imouto no Warudakumi,0,1,OVA
11eyes OVA,0,1,OVA
Red Garden,0,22,TV
Owari no Seraph: Nagoya Kessen-hen - Owaranai Seraph Nagoya Kessen-hen,0,4,Special
Pocket Monsters XY: Ring no Chou Majin Hoopa,0,1,Movie
Hakuouki Reimeiroku,0,12,TV
Persona 5 The Animation: Dark Sun...,0,1,Special
Momo Kyun Sword,0,12,TV
Shingeki no Bahamut: GENESIS - Short Story,0,2,ONA
Basquash!,0,26,TV
Hetalia Axis Powers Movie: Paint it, White!,0,1,Movie
Nekopara Extra Koneko no Hi no Yakusoku,0,1,OVA
Haikyuu!! Concept no Tatakai,0,1,Movie
Nil Admirari no Tenbin,0,12,TV
Shin Kidou Senki Gundam W: Endless Waltz,0,1,Movie
Naruto: The Cross Roads,0,1,Special
Ookiku Furikabutte: Natsu no Taikai-hen,0,13,TV
Touch,0,101,TV
Saint Seiya Omega,0,97,TV
Macross Zero,0,5,OVA
Initial D Extra Stage,0,2,OVA
Meitantei Conan: Meikyuu no Crossroad,0,1,Movie
Freezing Specials,0,6,Special
Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,0,1,MUSIC
Meitantei Conan: Tantei-tachi no Requiem,0,1,Movie
Cyclops Shoujo Saipuu,0,12,ONA
Blue Dragon,0,51,TV
Hentai Ouji to Warawanai Neko.: Henneko BBS,0,13,Special
Pocket Monsters Best Wishes! Shinsoku no Genesect: Mewtwo Kakusei,0,1,Movie
Meitantei Conan: Tenkuu no Lost Ship,0,1,Movie
Hyouge Mono,0,39,TV
ef: A Tale of Memories. - Prologue,0,1,Special
Kekkai Sensen & BEYOND OVA,0,1,OVA
Haikyuu!! Movie: "Shousha to Haisha",0,1,Movie
Love Hina: Haru Special - Kimi Sakura Chiru Nakare!!,0,1,Special
Kidou Keisatsu Patlabor 2: The Movie,0,1,Movie
Princess Princess,0,12,TV
Fragtime,0,1,Movie
Hagure Yuusha no Estetica: Hajirai Ippai,0,6,Special
ClassicaLoid,0,25,TV
Sketchbook: full color's,0,13,TV
Africa no Salaryman,0,12,TV
Teekyuu 5,0,12,TV
Sengoku Night Blood,0,12,TV
Full Metal Panic! The Second Raid: Zenyasai - Scene 00,0,1,Special
Ani ni Tsukeru Kusuri wa Nai! 2,0,24,ONA
Boku no Kanojo ga Majime Sugiru Shoujo Bitch na Ken OVA,0,2,OVA
Slayers Try,0,26,TV
Gensou Maden Saiyuuki,0,50,TV
Merc Storia: Mukiryoku Shounen to Bin no Naka no Shoujo,0,12,TV
Yuru Yuri,,0,1,OVA
Allison to Lillia,0,26,TV
World Destruction: Sekai Bokumetsu no Rokunin,0,13,TV
One Piece: Romance Dawn Story,0,1,OVA
Overlord: Ple Ple Pleiades 2,0,13,ONA
God Eater Prologue,0,1,Special
Aa! Megami-sama!,0,5,OVA
Super Seisyun Brothers,0,14,TV
Hen Zemi,0,2,OVA
Jinrui wa Suitai Shimashita Specials,0,6,Special
Akage no Anne,0,50,TV
Aoki Hagane no Arpeggio: Ars Nova - Cadenza,0,1,Movie
Girls und Panzer der Film: Arisu War!,0,1,OVA
Kamisama Kazoku,0,13,TV
Digimon Xros Wars,0,30,TV
Rio: Rainbow Gate!,0,13,TV
Terra Formars: Bugs 2-hen,0,2,OVA
.hack//Quantum,0,3,OVA
Fantasista Doll,0,12,TV
MÄR,0,102,TV
Battle Girl High School,0,12,TV
Shitcom,0,1,ONA
Pocket Monsters XY: Hakai no Mayu to Diancie,0,1,Movie
Miyakawa-ke no Kuufuku,0,10,ONA
BAKI the Grappler II,0,24,TV
Smile Precure!,0,48,TV
Higurashi no Naku Koro ni Kai Specials,0,24,Special
Hangyaku-sei Million Arthur,0,10,TV
Mahou Shoujo Lyrical Nanoha ViVid,0,12,TV
Arve Rezzle: Kikaijikake no Yousei-tachi,0,1,Movie
Captain Tsubasa: Road to 2002,0,52,TV
Azumanga Daioh: Gekijou Tanpen,0,1,Special
Saint Seiya: Meiou Hades Meikai-hen,0,12,OVA
Mai-Otome,0,26,TV
Shakugan no Shana II (Second) Specials,0,3,Special
Queen's Blade: Rebellion,0,12,TV
Kengan Ashura Part 2,0,12,ONA
Kannagi Special,0,1,Special
Yondemasu yo, Azazel-san. Z,0,13,TV
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,0,7,OVA
Kidou Senshi Gundam II: Ai Senshi-hen,0,1,Movie
Poputepipikku TV Special,0,2,Special
Natsume Yuujinchou Roku Specials,0,2,Special
Towa no Quon 2: Konton no Ranbu,0,1,Movie
GUILTY CROWN Kiseki: Reassortment,0,1,Special
Peace Maker Kurogane,0,24,TV
Robot Girls Z,0,3,TV
Kidou Senshi Gundam Unicorn RE: 0096,0,22,TV
Natsume Yuujinchou Go Specials,0,2,Special
Shin Shirayuki-hime Densetsu Pretear,0,13,TV
Shinryaku!! Ika Musume,0,3,OVA
Zegapain,0,26,TV
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka? OVA,0,1,OVA
Meitantei Conan: Suihei Senjou no Sutoratejii,0,1,Movie
Getsuyoubi no Tawawa Specials,0,2,Special
Kidou Senshi Gundam III: Meguriai Uchuu-hen,0,1,Movie
Ikkitousen: Xtreme Xecutor,0,12,TV
Onegai☆Teacher OVA,0,1,OVA
Meganebu!,0,12,TV
Dirty Pair,0,24,TV
Haiyoru! Nyaruani,0,9,OVA
Yojouhan Shinwa Taikei Specials,0,3,Special
Gintama: Jump Festa 2014 Special,0,1,Special
Cowboy Bebop Session XX: Mish-Mash Blues,0,1,Special
Tengen Toppa Gurren Lagann: Parallel Works,0,8,MUSIC
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,0,13,TV
Black Jack,0,10,OVA
AIR GEAR Special,0,1,Special
Renkin San-kyuu Magical? Pokaan,0,12,TV
Shakugan no Shana Specials,0,4,Special
Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,0,1,Special
Saiyuuki RELOAD BLAST,0,12,TV
Pastel Memories,0,12,TV
Chobits: Chibits - Sumomo, Kotoko Todokeru,0,1,Special
Shin Kidou Senki Gundam Wing Endless Waltz,0,3,OVA
Nogizaka Haruka no Himitsu: Finale,0,4,OVA
Shakugan no Shana Special: Koi to Onsen no Kougai Gakushuu!,0,1,Special
BanG Dream! Garupa☆Pico,0,26,TV
Minami-ke Omatase,0,1,OVA
Saiki Kusuo no Ψ-nan (ONA),0,1,ONA
Gakuen Handsome,0,12,TV
Tamako Market Specials,0,6,Special
Zettai Bouei Leviathan,0,13,TV
Hidamari Sketch Specials,0,2,Special
Hells,0,1,Movie
Golgo 13,0,50,TV
Ai Yori Aoshi: Enishi,0,12,TV
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA,0,1,OVA
One Piece: Dream Soccer King!,0,1,Special
MM! Specials,0,9,Special
Rockman.EXE,0,56,TV
Fuse Teppou Musume no Torimonochou,0,1,Movie
Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA,0,1,OVA
Makai Senki Disgaea,0,12,TV
Lupin the IIIrd: Chikemuri no Ishikawa Goemon,0,1,Movie
Makura no Danshi,0,12,TV
Tetsuwan Birdy,0,4,OVA
Pocket Monsters: Minna no Monogatari,0,1,Movie
Sekaiichi Hatsukoi OVA,0,2,OVA
Bakuten Shoot Beyblade G Revolution,0,52,TV
Kiddy Grade,0,24,TV
Kakuchou Shoujo-Kei Trinary,0,34,ONA
Sword Art Online Movie: Ordinal Scale - Sword Art Offline,0,1,Special
Kiitarou Shounen no Youkai Enikki,0,12,TV
Senritsu no Mirage Pokemon,0,1,Special
DNA²,0,12,TV
Basilisk: Ouka Ninpouchou,0,24,TV
Onigiri,0,13,TV
Meiji Tokyo Renka,0,12,TV
Shinmai Maou no Testament Loli Ero Succubus Maria no Characommentary Tsuki Hizou Eizou,0,6,Special
Metal Fight Beyblade: Baku,0,51,TV
Reikenzan: Eichi e no Shikaku,0,12,TV
Nobunaga no Shinobi,0,26,TV
Phi Brain: Kami no Puzzle 3rd Season,0,25,TV
Arifureta Shokugyou de Sekai Saikyou Specials,0,2,Special
Zero no Tsukaima: Princesses no Rondo Picture Drama,0,7,Special
Over Drive,0,26,TV
Amatsuki,0,13,TV
Macross 7,0,49,TV
Macross Frontier: Itsuwari no Utahime,0,1,Movie
Madlax,0,26,TV
Bernard-jou Iwaku.,0,12,TV
Kyoukai no Rinne 2,0,25,TV
Giovanni no Shima,0,1,Movie
Fantastic Children,0,26,TV
Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,0,9,TV
Rokuhoudou Yotsuiro Biyori,0,12,TV
Neo Tokyo,0,3,Movie
Candy☆Boy Episode 0,0,1,ONA
Meitantei Conan: Chinmoku no Quarter,0,1,Movie
Macademi Wasshoi!,0,12,TV
Tonagura!,0,13,TV
Meitantei Conan: Senritsu no Gakufu (Full Score),0,1,Movie
Towa no Quon 3: Mugen no Renza,0,1,Movie
Layton Kyouju to Eien no Utahime,0,1,Movie
Garo: Guren no Tsuki,0,23,TV
Towa no Quon 6: Towa no Quon,0,1,Movie
Magic-kyun! Renaissance,0,13,TV
Minami-ke Betsubara,0,1,OVA
Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,0,6,Special
Mahou Shoujo Madoka★Magica: Concept Movie,0,1,Movie
Bakumatsu Rock,0,12,TV
Gintama: Dai Hanseikai,0,1,Special
Rinne no Lagrange Season 2,0,12,TV
Gokujo.,0,12,TV
Kimi ni Todoke 2nd Season Specials,0,3,Special
Spiral: Suiri no Kizuna,0,25,TV
Snow Halation,0,1,MUSIC
Furiko,0,1,Special
Kochoki: Wakaki Nobunaga,0,12,TV
Gundam Build Divers,0,25,TV
Vandread: The Second Stage,0,13,TV
Kyou no Go no Ni (2008),0,13,TV
Ragnarok,0,26,TV
Youjuu Toshi,0,1,Movie
Lamune,0,12,TV
Akane-iro ni Somaru Saka Hardcore,0,1,Special
Teekyuu 6,0,12,TV
Black Clover: Jump Festa 2016 Special,0,1,Special
The Everlasting Guilty Crown,0,1,MUSIC
School Days ONA,0,1,ONA
Otona no Bouguya-san,0,12,TV
C³ Special,0,1,Special
Hagane no Renkinjutsushi: Reflections,0,1,Special
Towa no Quon 4: Guren no Shoushin,0,1,Movie
Toaru Majutsu no Index: Endymion no Kiseki Special,0,1,Special
Roujin Z,0,1,Movie
Ginban Kaleidoscope,0,12,TV
Yondemasu yo, Azazel-san.,0,4,OVA
Kodomo no Jikan: Ni Gakki,0,3,OVA
First Squad: The Moment of Truth,0,1,Movie
Cutie Honey Universe,0,12,TV
Meitantei Conan: Konpeki no Hitsugi (Jolly Roger),0,1,Movie
Mahou Shoujo Tai Arusu,0,40,TV
Aoki Hagane no Arpeggio: Ars Nova - DC,0,1,Movie
Nozo x Kimi,0,3,OVA
Enmusubi no Youko-chan,0,24,TV
Kurogane no Linebarrels,0,24,TV
Monster Farm: Enbanseki no Himitsu,0,48,TV
Gekijouban Hibike! Euphonium: Kitauji Koukou Suisougaku-bu e Youkoso,0,1,Movie
Layton Mystery Tanteisha: Katri no Nazotoki File,0,50,TV
Fate/kaleid liner Prisma☆Illya: Sekka no Chikai - Kuro Sakura no Heya,0,1,Special
Pokemon Housoukyoku,0,16,TV
Holy Knight,0,2,OVA
Hana Yori Dango,0,51,TV
Halo Legends,0,9,ONA
Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,0,1,OVA
Dai Mahou Touge,0,4,OVA
Inazuma Eleven Go: Galaxy,0,43,TV
Major 2nd,0,25,TV
Kenkou Zenrakei Suieibu Umishou,0,13,TV
Guin Saga,0,26,TV
Thermae Romae,0,3,TV
Meitantei Conan: 11 Nin-me no Striker,0,1,Movie
Strike Witches Operation Victory Arrow,0,3,OVA
Onee-chan ga Kita OVA,0,1,OVA
Kemeko DX,0,12,TV
Towa no Quon 5: Souzetsu no Raifuku,0,1,Movie
Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,0,1,OVA
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,0,1,Movie
Ladies versus Butlers! Specials,0,6,Special
Baka to Test to Shoukanjuu: Matsuri Special,0,1,Special
W'z,0,13,TV
Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,0,1,Special
Koi Suru Boukun,0,2,OVA
Noragami Aragoto OVA,0,2,OVA
Daicon III Opening Animation,0,2,Movie
Battle Programmer Shirase,0,15,TV
Kidou Senshi Gundam F91,0,1,Movie
Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem,0,1,OVA
Devilman: Tanjou-hen,0,1,OVA
Tanaka-kun wa Itsumo Kedaruge Tokuten,0,7,Special
Code Geass: Hangyaku no Lelouch R2 Picture Drama,0,9,Special
Rescue Me!,0,1,OVA
Rain Town,0,1,ONA
Yami Shibai 3,0,13,TV
Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.,0,1,OVA
Fate/kaleid liner Prisma☆Illya: Prisma☆Phantasm,0,1,OVA
Jashin-chan Dropkick: Episode 12,0,1,ONA
Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,0,1,Movie
Saint Seiya: Meiou Hades Elysion-hen,0,6,OVA
Amaenaide yo!! Katsu!!,0,12,TV
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Requiem,0,1,Movie
Kachou Ouji,0,13,TV
Uchuu Show e Youkoso,0,1,Movie
Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,0,1,Movie
Pandora Hearts Specials,0,9,Special
Shounen Onmyouji,0,26,TV
Yowamushi Pedal Movie,0,1,Movie
The Idolm@ster: Shiny Festa,0,3,OVA
The Idolm@ster SideM,0,14,TV
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,0,1,OVA
Majutsushi Orphen,0,24,TV
Lupin the IIIrd: Jigen Daisuke no Bohyou,0,1,Movie
Fate/kaleid liner Prisma☆Illya 3rei!! Specials,0,6,Special
Kidou Senshi Gundam AGE,0,49,TV
High School Fleet OVA,0,2,OVA
Recorder to Randoseru Re♪,0,13,TV
Teekyuu 7,0,12,TV
Bubuki Buranki: Hoshi no Kyojin,0,12,TV
Lupin III vs. Meitantei Conan,0,1,Movie
Lupin III: Part II,0,155,TV
Starry☆Sky,0,26,ONA
Hanasakeru Seishounen,0,39,TV
Kamikaze Kaitou Jeanne,0,44,TV
Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen,0,1,Special
Mix,0,24,TV
Ai Tenchi Muyou!,0,50,TV
Kidou Shin Seiki Gundam X,0,39,TV
On Your Mark,0,1,MUSIC
12-sai.: Chiccha na Mune no Tokimeki,0,12,TV
One Piece: Episode of Sabo - 3-Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,0,1,Special
Kakurenbo,0,1,Movie
Nijuu Mensou no Musume,0,22,TV
Yankee-kun na Yamada-kun to Megane-chan to Majo,0,1,Special
Beelzebub: Hirotta Akachan wa Daimaou!?,0,1,Special
Kuroko no Basket 2 NG-shuu,0,9,Special
Tamayura: More Aggressive,0,12,TV
Kamichama Karin,0,26,TV
Seikai no Senki,0,13,TV
Cat Shit One,0,1,ONA
Uchiage Hanabi,0,1,MUSIC
Baby Princess 3D Paradise 0 [Love],0,1,OVA
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,0,1,Movie
selector destructed WIXOSS,0,1,Movie
Moetan,0,12,TV
Macross Frontier: Sayonara no Tsubasa,0,1,Movie
Kick-Heart,0,1,Movie
Gintama: Yorinuki Gintama-san on Theater 2D,0,2,Movie
